Symptoms of mental illness,Unarmed/Did Not Have an Actual Weapon,Alleged Weapon,Fleeing,Body Camera,Victims gender,Victims race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Car,Yes,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Drug or alcohol use,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,Hispanic
Unknown,Allegedly Armed,knife,Foot,No,Male,White
No,Allegedly Armed,gun,Other,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Female,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Asian
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Vehicle,vehicle,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black
No,Unclear,undetermined,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Unclear,undetermined,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Other,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Hispanic
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Unknown,Vehicle,vehicle,Not fleeing,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Yes,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Hispanic
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Hispanic
No,Unclear,undetermined,Foot,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Foot,No,Male,White
Yes,Allegedly Armed,gun,Car,No,Female,White
No,Unarmed/Did Not Have an Actual Weapon,others,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Car,No,Female,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,others,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Asian
No,Unclear,undetermined,Other,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Not fleeing,No,Male,White
No,Unclear,others,Not fleeing,No,Male,Hispanic
Yes,Vehicle,vehicle,Car,No,Male,White
Yes,Vehicle,vehicle,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Asian
Yes,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Unclear,others,Not fleeing,No,Male,White
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,No,Female,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Unclear,others,Not fleeing,No,Male,Native American
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,Yes,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,Yes,Female,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Other,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Black
Yes,Unclear,others,Not fleeing,No,Male,Native American
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Female,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Foot,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Car,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Native American
No,Unclear,undetermined,Not fleeing,No,Male,White
No,Vehicle,vehicle,Car,No,Male,White
Drug or alcohol use,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Foot,No,Male,White
Unknown,Allegedly Armed,others,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Car,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Car,No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Car,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unclear,undetermined,Other,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Asian
No,Allegedly Armed,gun,Foot,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Native American
Yes,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Asian
No,Allegedly Armed,gun,Not fleeing,No,Male,Native American
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,others,Foot,Yes,Male,Hispanic
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Car,No,Male,Asian
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Hispanic
Yes,Allegedly Armed,others,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Female,Black
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Asian
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Allegedly Armed,others,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Foot,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,vehicle,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Car,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black
Yes,Unclear,undetermined,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,others,Not fleeing,Yes,Male,Black
No,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,others,Not fleeing,Yes,Male,White
Unknown,Unclear,others,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Car,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Foot,No,Male,Hispanic
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Car,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Foot,No,Male,Black
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unclear,others,Not fleeing,No,Male,White
Drug or alcohol use,Vehicle,vehicle,Car,No,Male,White
Unknown,Vehicle,others,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Vehicle,vehicle,Car,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
Yes,Allegedly Armed,gun,Foot,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unclear,gun,Foot,No,Male,Black
Drug or alcohol use,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
Unknown,Unclear,others,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,others,Car,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,gun,Car,Yes,Male,Black
Unknown,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Female,Black
Unknown,Allegedly Armed,gun,Car,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White
Unknown,Vehicle,vehicle,Not fleeing,No,Male,White
Unknown,Allegedly Armed,others,Foot,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Unknown race
Unknown,Vehicle,vehicle,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Car,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Black
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
Yes,Unclear,others,Not fleeing,Yes,Male,Hispanic
Unknown,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Foot,No,Male,Black
Yes,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
Yes,Unclear,undetermined,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Foot,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
Yes,Vehicle,vehicle,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Drug or alcohol use,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Other,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black
Yes,Unclear,others,Car,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Female,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,knife,Other,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Other,No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Asian
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Car,Yes,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,knife,Foot,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
No,Unclear,undetermined,Other,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Native American
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Asian
No,Allegedly Armed,gun,Foot,No,Male,White
Yes,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Other,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Unclear,others,Not fleeing,No,Male,Black
Yes,Allegedly Armed,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,others,Not fleeing,No,Male,White
No,Vehicle,vehicle,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Foot,No,Male,Native American
No,Allegedly Armed,gun,Foot,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,others,Other,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,gun,Foot,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
