Symptoms of mental illness,Unarmed/Did Not Have an Actual Weapon,Alleged Weapon,Fleeing,Body Camera,Victims gender,Victims race,Cluster
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Yes,Allegedly Armed,gun,Not fleeing,No,Female,White,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Yes,Allegedly Armed,others,Not fleeing,No,Male,Black,1
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Black,1
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Allegedly Armed,others,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,knife,Inputed NF,No,Male,Hispanic,0
Unknown,Allegedly Armed,knife,Inputed NF,No,Male,Unknown race,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race,0
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black,3
No,Unarmed/Did Not Have an Actual Weapon,vehicle,Inputed NF,Inputed No,Male,White,3
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,gun,Car,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black,1
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White,1
Unknown,Allegedly Armed,gun,Foot,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,others,Not fleeing,Yes,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Female,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,others,Not fleeing,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Drug or alcohol use,Allegedly Armed,knife,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Car,No,Female,Asian,0
Unknown,Allegedly Armed,gun,Car,No,Male,Asian,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Car,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Foot,No,Male,White,0
Unknown,Allegedly Armed,gun,Foot,No,Male,Black,0
Unknown,Allegedly Armed,others,Car,No,Male,Asian,0
No,Unclear,undetermined,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Foot,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Inputed NF,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,1
Unknown,Allegedly Armed,others,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Car,Yes,Male,White,3
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Female,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,White,3
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Yes,Unarmed/Did Not Have an Actual Weapon,others,Foot,Yes,Male,White,1
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,knife,Not fleeing,Yes,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White,1
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,White,3
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black,1
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,knife,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Inputed NF,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Black,3
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black,1
Yes,Allegedly Armed,gun,Foot,No,Male,Black,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Car,No,Male,White,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,0
Unknown,Vehicle,vehicle,Car,No,Male,Black,0
Unknown,Vehicle,vehicle,Car,No,Male,White,0
No,Vehicle,vehicle,Car,No,Male,White,0
Unknown,Allegedly Armed,others,Not fleeing,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black,0
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black,0
Unknown,Unclear,undetermined,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,others,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Foot,No,Male,White,0
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White,0
Unknown,Unclear,undetermined,Inputed NF,No,Male,Hispanic,0
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Vehicle,vehicle,Car,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Car,No,Male,Hispanic,0
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,1
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,others,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Vehicle,vehicle,Car,No,Male,Black,0
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Black,2
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Unclear,undetermined,Not fleeing,No,Male,White,0
Unknown,Vehicle,vehicle,Car,No,Male,White,0
Yes,Allegedly Armed,gun,Car,No,Male,White,1
Unknown,Allegedly Armed,others,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Female,White,1
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,knife,Foot,No,Male,Asian,0
Unknown,Allegedly Armed,gun,Foot,No,Male,White,0
No,Allegedly Armed,gun,Car,No,Male,Black,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Foot,Yes,Male,White,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Car,Yes,Male,White,3
No,Allegedly Armed,gun,Car,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,Yes,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Drug or alcohol use,Allegedly Armed,gun,Car,No,Male,Black,0
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Foot,No,Male,Black,0
No,Allegedly Armed,gun,Car,No,Male,Hispanic,0
Unknown,Allegedly Armed,knife,Foot,No,Male,White,0
No,Allegedly Armed,gun,Other,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Car,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Female,Black,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Asian,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
No,Vehicle,vehicle,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black,0
No,Unclear,undetermined,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Allegedly Armed,gun,Car,No,Male,Black,0
No,Allegedly Armed,knife,Not fleeing,No,Male,Black,0
No,Unclear,undetermined,Not fleeing,No,Male,White,0
No,Allegedly Armed,knife,Other,No,Male,Hispanic,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Hispanic,1
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
No,Allegedly Armed,gun,Foot,No,Male,White,0
No,Allegedly Armed,knife,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Vehicle,vehicle,Not fleeing,No,Male,Black,0
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White,1
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Black,1
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Yes,Male,Black,3
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Hispanic,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Hispanic,0
No,Unclear,undetermined,Foot,No,Male,Black,0
No,Allegedly Armed,gun,Car,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Foot,No,Male,White,0
Yes,Allegedly Armed,gun,Car,No,Female,White,1
No,Unarmed/Did Not Have an Actual Weapon,others,Car,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Car,No,Female,White,1
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race,0
No,Vehicle,vehicle,Car,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Allegedly Armed,others,Car,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Asian,0
No,Unclear,undetermined,Other,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,others,Not fleeing,No,Male,White,0
No,Unclear,others,Not fleeing,No,Male,Hispanic,0
Yes,Vehicle,vehicle,Car,No,Male,White,1
Yes,Vehicle,vehicle,Not fleeing,No,Male,White,1
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Female,White,0
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic,0
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White,1
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Foot,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Asian,0
Yes,Allegedly Armed,gun,Foot,No,Male,White,1
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Unclear,others,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic,0
No,Allegedly Armed,gun,Car,No,Male,Hispanic,0
Yes,Allegedly Armed,knife,Not fleeing,No,Female,White,1
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Car,No,Male,Black,0
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,0
No,Unclear,others,Not fleeing,No,Male,Native American,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black,3
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,Yes,Male,Hispanic,0
Yes,Allegedly Armed,knife,Not fleeing,Yes,Female,Hispanic,1
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
No,Allegedly Armed,knife,Not fleeing,No,Male,Black,0
No,Allegedly Armed,others,Not fleeing,No,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Other,No,Male,White,3
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Yes,Male,Hispanic,1
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Black,1
Yes,Unclear,others,Not fleeing,No,Male,Native American,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black,1
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,knife,Not fleeing,No,Male,Black,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black,3
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Car,No,Male,Black,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
No,Allegedly Armed,gun,Not fleeing,No,Female,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,1
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,others,Foot,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Car,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White,1
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Native American,3
No,Unclear,undetermined,Not fleeing,No,Male,White,0
No,Vehicle,vehicle,Car,No,Male,White,0
Drug or alcohol use,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Foot,No,Male,White,1
Unknown,Allegedly Armed,others,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,Yes,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Yes,Allegedly Armed,gun,Car,No,Male,Hispanic,1
Unknown,Allegedly Armed,gun,Car,No,Male,Black,0
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,1
Unknown,Allegedly Armed,gun,Car,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black,1
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Unclear,undetermined,Other,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Car,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Asian,0
No,Allegedly Armed,gun,Foot,No,Male,White,0
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic,1
No,Allegedly Armed,gun,Car,No,Male,Hispanic,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Car,No,Male,Native American,0
Yes,Allegedly Armed,others,Not fleeing,No,Male,Black,1
No,Allegedly Armed,knife,Not fleeing,No,Male,Asian,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Native American,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
No,Allegedly Armed,others,Foot,Yes,Male,Hispanic,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Yes,Allegedly Armed,gun,Car,No,Male,Asian,1
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Car,No,Male,Hispanic,0
Yes,Allegedly Armed,others,Not fleeing,Yes,Male,Hispanic,1
No,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Black,1
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Female,Black,0
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White,1
No,Allegedly Armed,gun,Car,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Asian,1
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White,1
No,Allegedly Armed,others,Foot,No,Male,Black,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,knife,Foot,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,vehicle,Inputed NF,Inputed No,Male,White,3
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
No,Allegedly Armed,gun,Foot,No,Male,Black,0
No,Allegedly Armed,knife,Not fleeing,No,Male,White,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Car,No,Male,Hispanic,3
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White,1
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black,0
Yes,Unclear,undetermined,Not fleeing,No,Male,Hispanic,1
Unknown,Allegedly Armed,others,Not fleeing,Yes,Male,Black,0
No,Allegedly Armed,others,Not fleeing,No,Male,Black,0
No,Allegedly Armed,others,Not fleeing,Yes,Male,White,0
Unknown,Unclear,others,Not fleeing,No,Male,Hispanic,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Allegedly Armed,gun,Car,No,Male,White,0
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White,1
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Foot,No,Male,Hispanic,0
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Allegedly Armed,gun,Car,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White,0
No,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Foot,No,Male,Black,0
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White,0
No,Unclear,others,Not fleeing,No,Male,White,0
Drug or alcohol use,Vehicle,vehicle,Car,No,Male,White,0
Unknown,Vehicle,others,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,knife,Not fleeing,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
No,Vehicle,vehicle,Car,No,Male,White,0
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,1
No,Allegedly Armed,gun,Car,No,Male,Black,0
Yes,Allegedly Armed,gun,Foot,No,Male,White,1
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White,1
Unknown,Unclear,gun,Foot,No,Male,Black,0
Drug or alcohol use,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Hispanic,3
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,White,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White,0
Unknown,Unclear,others,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic,0
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Black,0
Unknown,Allegedly Armed,others,Car,No,Male,White,0
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black,1
